Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation
269,Dustox,Bug,Poison,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.","Shield Dust, Compound Eyes",45,"50% male, 50% female",3
270,Lotad,Water,Grass,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.","Swift Swim, Rain Dish, Own Tempo",255,"50% male, 50% female",3
271,Lombre,Water,Grass,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.","Swift Swim, Rain Dish, Own Tempo",120,"50% male, 50% female",3
272,Ludicolo,Water,Grass,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.","Swift Swim, Rain Dish, Own Tempo",45,"50% male, 50% female",3
273,Seedot,Grass,,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.","Chlorophyll, Early Bird, Pickpocket",255,"50% male, 50% female",3
274,Nuzleaf,Grass,Dark,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,"Chlorophyll, Early Bird, Pickpocket",120,"50% male, 50% female",3
275,Shiftry,Grass,Dark,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.,"Chlorophyll, Wind Rider, Pickpocket",45,"50% male, 50% female",3
276,Taillow,Normal,Flying,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.","Guts, Scrappy",200,"50% male, 50% female",3
277,Swellow,Normal,Flying,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.","Guts, Scrappy",45,"50% male, 50% female",3
278,Wingull,Water,Flying,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,"Keen Eye, Hydration, Rain Dish",190,"50% male, 50% female",3
279,Pelipper,Water,Flying,PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.,"Keen Eye, Drizzle, Rain Dish",45,"50% male, 50% female",3
280,Ralts,Psychic,Fairy,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.","Synchronize, Trace, Telepathy",235,"50% male, 50% female",3
281,Kirlia,Psychic,Fairy,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,"Synchronize, Trace, Telepathy",120,"50% male, 50% female",3
282,Gardevoir,Psychic,Fairy,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.","Synchronize, Trace, Telepathy",45,"50% male, 50% female",3
283,Surskit,Bug,Water,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.","Swift Swim, Rain Dish",200,"50% male, 50% female",3
284,Masquerain,Bug,Flying,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,"Intimidate, Unnerve",75,"50% male, 50% female",3
285,Shroomish,Grass,,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.","Effect Spore, Poison Heal, Quick Feet",255,"50% male, 50% female",3
286,Breloom,Grass,Fighting,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.","Effect Spore, Poison Heal, Technician",90,"50% male, 50% female",3
287,Slakoth,Normal,,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",Truant,255,"50% male, 50% female",3
288,Vigoroth,Normal,,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,Vital Spirit,120,"50% male, 50% female",3
289,Slaking,Normal,,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",Truant,45,"50% male, 50% female",3
290,Nincada,Bug,Ground,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,"Compound Eyes, Run Away",255,"50% male, 50% female",3
291,Ninjask,Bug,Flying,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.","Speed Boost, Infiltrator",120,"50% male, 50% female",3
292,Shedinja,Bug,Ghost,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",Wonder Guard,45,,3
293,Whismur,Normal,,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.","Soundproof, Rattled",190,"50% male, 50% female",3
294,Loudred,Normal,,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,"Soundproof, Scrappy",120,"50% male, 50% female",3
295,Exploud,Normal,,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.","Soundproof, Scrappy",45,"50% male, 50% female",3
296,Makuhita,Fighting,,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.","Thick Fat, Guts, Sheer Force",180,"75% male, 25% female",3
297,Hariyama,Fighting,,"HARIYAMA practices its straight-arm slaps in any number of locations. One hit of this POKéMON’s powerful, openhanded, straight-arm punches could snap a telephone pole in two.","Thick Fat, Guts, Sheer Force",200,"75% male, 25% female",3
298,Azurill,Normal,Fairy,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.","Thick Fat, Huge Power, Sap Sipper",150,"25% male, 75% female",3
299,Nosepass,Rock,,"NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.","Sturdy, Magnet Pull, Sand Force",255,"50% male, 50% female",3
300,Skitty,Normal,,SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.,"Cute Charm, Normalize, Wonder Skin",255,"25% male, 75% female",3
301,Delcatty,Normal,,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.","Cute Charm, Normalize, Wonder Skin",60,"25% male, 75% female",3
302,Sableye,Dark,Ghost,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.","Keen Eye, Stall, Prankster",45,"50% male, 50% female",3
303,Mawile,Steel,Fairy,"MAWILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWILE chomps it with its gaping jaws.","Hyper Cutter, Intimidate, Sheer Force",45,"50% male, 50% female",3
304,Aron,Steel,Rock,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.","Sturdy, Rock Head, Heavy Metal",180,"50% male, 50% female",3
305,Lairon,Steel,Rock,LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKéMON makes its nest close to springs of delicious water.,"Sturdy, Rock Head, Heavy Metal",90,"50% male, 50% female",3
306,Aggron,Steel,Rock,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.,"Sturdy, Rock Head, Heavy Metal",45,"50% male, 50% female",3
307,Meditite,Fighting,Psychic,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.","Pure Power, Telepathy",180,"50% male, 50% female",3
308,Medicham,Fighting,Psychic,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains.","Pure Power, Telepathy",90,"50% male, 50% female",3
309,Electrike,Electric,,ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.,"Static, Lightning Rod, Minus",120,"50% male, 50% female",3
310,Manectric,Electric,,"MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKéMON creates thunderclouds.","Static, Lightning Rod, Minus",45,"50% male, 50% female",3
311,Plusle,Electric,,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.","Plus, Lightning Rod",200,"50% male, 50% female",3
312,Minun,Electric,,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,"Minus, Volt Absorb",200,"50% male, 50% female",3
313,Volbeat,Bug,,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.","Illuminate, Swarm, Prankster",150,"100% male, 0% female",3
314,Illumise,Bug,,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.","Oblivious, Tinted Lens, Prankster",150,"0% male, 100% female",3
315,Roselia,Grass,Poison,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.,"Natural Cure, Poison Point, Leaf Guard",150,"50% male, 50% female",3
316,Gulpin,Poison,,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything.","Liquid Ooze, Sticky Hold, Gluttony",225,"50% male, 50% female",3
317,Swalot,Poison,,"When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth.","Liquid Ooze, Sticky Hold, Gluttony",75,"50% male, 50% female",3
318,Carvanha,Water,Dark,CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.,"Rough Skin, Speed Boost",225,"50% male, 50% female",3
319,Sharpedo,Water,Dark,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.","Rough Skin, Speed Boost",60,"50% male, 50% female",3
320,Wailmer,Water,,WAILMER’s nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.,"Water Veil, Oblivious, Pressure",125,"50% male, 50% female",3
321,Wailord,Water,,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.","Water Veil, Oblivious, Pressure",60,"50% male, 50% female",3
322,Numel,Fire,Ground,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma.","Oblivious, Simple, Own Tempo",255,"50% male, 50% female",3
323,Camerupt,Fire,Ground,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.","Magma Armor, Solid Rock, Anger Point",150,"50% male, 50% female",3
324,Torkoal,Fire,,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat.","White Smoke, Drought, Shell Armor",90,"50% male, 50% female",3
325,Spoink,Psychic,,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop.","Thick Fat, Own Tempo, Gluttony",255,"50% male, 50% female",3
326,Grumpig,Psychic,,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKéMON uses its special power, its snorting breath grows labored.","Thick Fat, Own Tempo, Gluttony",60,"50% male, 50% female",3
327,Spinda,Normal,,"All the SPINDA that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this POKéMON give it the appearance of dancing.","Own Tempo, Tangled Feet, Contrary",255,"50% male, 50% female",3
328,Trapinch,Ground,,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.","Hyper Cutter, Arena Trap, Sheer Force",255,"50% male, 50% female",3
329,Vibrava,Ground,Dragon,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",Levitate,120,"50% male, 50% female",3
330,Flygon,Ground,Dragon,"FLYGON is nicknamed “the elemental  spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying.",Levitate,45,"50% male, 50% female",3
331,Cacnea,Grass,,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.","Sand Veil, Water Absorb",190,"50% male, 50% female",3
332,Cacturne,Grass,Dark,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.","Sand Veil, Water Absorb",60,"50% male, 50% female",3
333,Swablu,Normal,Flying,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,"Natural Cure, Cloud Nine",255,"50% male, 50% female",3
334,Altaria,Dragon,Flying,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.","Natural Cure, Cloud Nine",45,"50% male, 50% female",3
335,Zangoose,Normal,,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body. This POKéMON adroitly dodges attacks with incredible agility.,"Immunity, Toxic Boost",90,"50% male, 50% female",3
336,Seviper,Poison,,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword-edged tail.,"Shed Skin, Infiltrator",90,"50% male, 50% female",3
337,Lunatone,Rock,Psychic,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far.",Levitate,45,,3
338,Solrock,Rock,Psychic,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light.",Levitate,45,,3
339,Barboach,Water,Ground,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.","Oblivious, Anticipation, Hydration",190,"50% male, 50% female",3
340,Whiscash,Water,Ground,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.","Oblivious, Anticipation, Hydration",75,"50% male, 50% female",3
341,Corphish,Water,,CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population.,"Hyper Cutter, Shell Armor, Adaptability",205,"50% male, 50% female",3
342,Crawdaunt,Water,Dark,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places.","Hyper Cutter, Shell Armor, Adaptability",155,"50% male, 50% female",3
343,Baltoy,Ground,Psychic,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins.,Levitate,255,,3
344,Claydol,Ground,Psychic,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating.,Levitate,90,,3
345,Lileep,Rock,Grass,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,"Suction Cups, Storm Drain",45,"87.5% male, 12.5% female",3
346,Cradily,Rock,Grass,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,"Suction Cups, Storm Drain",45,"87.5% male, 12.5% female",3
347,Anorith,Rock,Bug,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.,"Battle Armor, Swift Swim",45,"87.5% male, 12.5% female",3
348,Armaldo,Rock,Bug,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,"Battle Armor, Swift Swim",45,"87.5% male, 12.5% female",3
349,Feebas,Water,,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers.","Swift Swim, Oblivious, Adaptability",255,"50% male, 50% female",3
350,Milotic,Water,,MILOTIC is said to be the most beautiful of all the POKéMON. It has the power to becalm such emotions as anger and hostility to quell bitter feuding.,"Marvel Scale, Competitive, Cute Charm",60,"50% male, 50% female",3
351,Castform,Normal,,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,Forecast,45,"50% male, 50% female",3
352,Kecleon,Normal,,KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can’t change the zigzag pattern on its belly.,"Color Change, Protean",200,"50% male, 50% female",3
353,Shuppet,Ghost,,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.","Insomnia, Frisk, Cursed Body",225,"50% male, 50% female",3
354,Banette,Ghost,,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,"Insomnia, Frisk, Cursed Body",45,"50% male, 50% female",3
355,Duskull,Ghost,,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.","Levitate, Frisk",190,"50% male, 50% female",3
356,Dusclops,Ghost,,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out.","Pressure, Frisk",90,"50% male, 50% female",3
357,Tropius,Grass,Flying,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.","Chlorophyll, Solar Power, Harvest",200,"50% male, 50% female",3
358,Chimecho,Psychic,,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",Levitate,45,"50% male, 50% female",3
359,Absol,Dark,,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.","Pressure, Super Luck, Justified",30,"50% male, 50% female",3
360,Wynaut,Psychic,,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.","Shadow Tag, Telepathy",125,"50% male, 50% female",3
361,Snorunt,Ice,,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.","Inner Focus, Ice Body, Moody",190,"50% male, 50% female",3
362,Glalie,Ice,,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires.","Inner Focus, Ice Body, Moody",75,"50% male, 50% female",3
363,Spheal,Ice,Water,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.","Thick Fat, Ice Body, Oblivious",255,"50% male, 50% female",3
364,Sealeo,Ice,Water,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,"Thick Fat, Ice Body, Oblivious",120,"50% male, 50% female",3
365,Walrein,Ice,Water,WALREIN’s two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON’s thick coat of blubber insulates it from subzero temperatures.,"Thick Fat, Ice Body, Oblivious",45,"50% male, 50% female",3
366,Clamperl,Water,,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.,"Shell Armor, Rattled",255,"50% male, 50% female",3
367,Huntail,Water,,HUNTAIL’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKéMON’s eyes can see clearly even in the murky dark depths of the ocean.,"Swift Swim, Water Veil",60,"50% male, 50% female",3
368,Gorebyss,Water,,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks.","Swift Swim, Hydration",60,"50% male, 50% female",3
369,Relicanth,Water,Rock,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.,"Swift Swim, Rock Head, Sturdy",25,"87.5% male, 12.5% female",3
370,Luvdisc,Water,,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.,"Swift Swim, Hydration",225,"25% male, 75% female",3
371,Bagon,Dragon,,"BAGON has a dream of one day soaring in the sky. In doomed efforts to fly, this POKéMON hurls itself off cliffs. As a result of its dives, its head has  grown tough and as hard as tempered steel.","Rock Head, Sheer Force",45,"50% male, 50% female",3
372,Shelgon,Dragon,,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy, making its movements sluggish.","Rock Head, Overcoat",45,"50% male, 50% female",3
373,Salamence,Dragon,Flying,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings.","Intimidate, Moxie",45,"50% male, 50% female",3
374,Beldum,Steel,Psychic,"Instead of blood, a powerful magnetic force courses throughout BELDUM’s body. This POKéMON communicates with others by sending controlled pulses of magnetism.","Clear Body, Light Metal",3,,3
375,Metang,Steel,Psychic,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power.","Clear Body, Light Metal",3,,3
376,Metagross,Steel,Psychic,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs.","Clear Body, Light Metal",3,,3
377,Regirock,Rock,,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.","Clear Body, Sturdy",3,,3
378,Regice,Ice,,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F.","Clear Body, Ice Body",3,,3
379,Registeel,Steel,,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.,"Clear Body, Light Metal",3,,3
380,Latias,Dragon,Psychic,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe.",Levitate,3,"0% male, 100% female",3
381,Latios,Dragon,Psychic,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.,Levitate,3,"100% male, 0% female",3
382,Kyogre,Water,,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.,Drizzle,3,,3
383,Groudon,Ground,,GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.,Drought,3,,3
384,Rayquaza,Dragon,Flying,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.",Air Lock,45,,3
385,Jirachi,Steel,Psychic,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening.",Serene Grace,3,,3
386,Deoxys,Psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,Pressure,3,,3
387,Turtwig,Grass,,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.","Overgrow, Shell Armor",45,"87.5% male, 12.5% female",4
388,Grotle,Grass,,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.","Overgrow, Shell Armor",45,"87.5% male, 12.5% female",4
389,Torterra,Grass,Ground,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"Overgrow, Shell Armor",45,"87.5% male, 12.5% female",4
390,Chimchar,Fire,,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,"Blaze, Iron Fist",45,"87.5% male, 12.5% female",4
391,Monferno,Fire,Fighting,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.","Blaze, Iron Fist",45,"87.5% male, 12.5% female",4
392,Infernape,Fire,Fighting,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,"Blaze, Iron Fist",45,"87.5% male, 12.5% female",4
393,Piplup,Water,,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.","Torrent, Competitive",45,"87.5% male, 12.5% female",4
394,Prinplup,Water,,"It lives alone, away from others. Apparently, every one of them believes it is the most important.","Torrent, Competitive",45,"87.5% male, 12.5% female",4
395,Empoleon,Water,Steel,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,"Torrent, Competitive",45,"87.5% male, 12.5% female",4
396,Starly,Normal,Flying,"They flock in great numbers. Though small, they flap their wings with great power.","Keen Eye, Reckless",255,"50% male, 50% female",4
397,Staravia,Normal,Flying,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,"Intimidate, Reckless",120,"50% male, 50% female",4
398,Staraptor,Normal,Flying,It has a savage nature. It will courageously challenge foes that are much larger.,"Intimidate, Reckless",45,"50% male, 50% female",4
399,Bidoof,Normal,,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.","Simple, Unaware, Moody",255,"50% male, 50% female",4
400,Bibarel,Normal,Water,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,"Simple, Unaware, Moody",127,"50% male, 50% female",4
401,Kricketot,Bug,,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.","Shed Skin, Run Away",255,"50% male, 50% female",4
402,Kricketune,Bug,,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,"Swarm, Technician",45,"50% male, 50% female",4
403,Shinx,Electric,,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,"Rivalry, Intimidate, Guts",235,"50% male, 50% female",4
