Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation,HP,Attack,Defense,Sp. Atk,SP. Def,Speed,Total
227,Skarmory,Steel,Flying,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.","Keen Eye, Sturdy, Weak Armor",25,"50% male, 50% female",2,65,80,140,40,70,70,465
228,Houndour,Dark,Fire,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,"Early Bird, Flash Fire, Unnerve",120,"50% male, 50% female",2,45,60,30,80,50,65,330
229,Houndoom,Dark,Fire,"If you are burned by the flames it shoots from its mouth, the pain will never go away.","Early Bird, Flash Fire, Unnerve",45,"50% male, 50% female",2,75,90,50,110,80,95,500
230,Kingdra,Water,Dragon,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,"Swift Swim, Sniper, Damp",45,"50% male, 50% female",2,75,95,95,95,95,85,540
231,Phanpy,Ground,,"It swings its long snout around playfully, but because it is so strong, that can be dangerous.","Pickup, Sand Veil",120,"50% male, 50% female",2,90,60,60,40,40,40,330
232,Donphan,Ground,,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.","Sturdy, Sand Veil",60,"50% male, 50% female",2,90,120,120,60,60,50,500
233,Porygon2,Normal,,"This upgraded version of PORYGON is designed for space exploration. It can’t fly, though.","Trace, Download, Analytic",45,,2,85,80,90,105,95,60,515
234,Stantler,Normal,,The curved antlers subtly change the flow of air to create a strange space where reality is distorted.,"Intimidate, Frisk, Sap Sipper",45,"50% male, 50% female",2,73,95,62,85,65,85,465
235,Smeargle,Normal,,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,"Own Tempo, Technician, Moody",45,"50% male, 50% female",2,55,20,35,20,45,75,250
236,Tyrogue,Fighting,,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.","Guts, Steadfast, Vital Spirit",75,"100% male, 0% female",2,35,35,35,35,35,35,210
237,Hitmontop,Fighting,,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.","Intimidate, Technician, Steadfast",45,"100% male, 0% female",2,50,95,95,35,110,70,455
238,Smoochum,Ice,Psychic,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,"Oblivious, Forewarn, Hydration",45,"0% male, 100% female",2,45,30,15,85,65,65,305
239,Elekid,Electric,,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.","Static, Vital Spirit",45,"75% male, 25% female",2,45,63,37,65,55,95,360
240,Magby,Fire,,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.","Flame Body, Vital Spirit",45,"75% male, 25% female",2,45,75,37,70,55,83,365
241,Miltank,Normal,,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.","Thick Fat, Scrappy, Sap Sipper",45,"0% male, 100% female",2,95,80,105,40,70,100,490
242,Blissey,Normal,,Anyone who takes even one bite of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone.,"Natural Cure, Serene Grace, Healer",30,"0% male, 100% female",2,255,10,10,75,135,55,540
243,Raikou,Electric,,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,"Pressure, Inner Focus",3,,2,90,85,75,115,100,115,580
244,Entei,Fire,,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land.","Pressure, Inner Focus",3,,2,115,115,85,90,75,100,580
245,Suicune,Water,,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.","Pressure, Inner Focus",3,,2,100,75,115,90,115,85,580
246,Larvitar,Rock,Ground,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.","Guts, Sand Veil",45,"50% male, 50% female",2,50,64,50,45,50,41,300
247,Pupitar,Rock,Ground,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",Shed Skin,45,"50% male, 50% female",2,70,84,70,65,70,51,410
248,Tyranitar,Rock,Dark,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies.","Sand Stream, Unnerve",45,"50% male, 50% female",2,100,134,110,95,100,61,600
249,Lugia,Psychic,Flying,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,"Pressure, Multiscale",3,,2,106,90,130,90,154,110,680
250,Ho-oh,Fire,Flying,Legends claim this POKéMON flies the world’s skies continuously on its magnificent seven-colored wings.,"Pressure, Regenerator",3,,2,106,130,90,110,154,90,680
251,Celebi,Psychic,Grass,This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.,Natural Cure,45,,2,100,100,100,100,100,100,600
252,Treecko,Grass,,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,"Overgrow, Unburden",45,"87.5% male, 12.5% female",3,40,45,35,65,55,70,310
253,Grovyle,Grass,,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,"Overgrow, Unburden",45,"87.5% male, 12.5% female",3,50,65,45,85,65,95,405
254,Sceptile,Grass,,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,"Overgrow, Unburden",45,"87.5% male, 12.5% female",3,70,85,65,105,85,120,530
255,Torchic,Fire,,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.","Blaze, Speed Boost",45,"87.5% male, 12.5% female",3,45,60,40,70,50,45,310
256,Combusken,Fire,Fighting,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.","Blaze, Speed Boost",45,"87.5% male, 12.5% female",3,60,85,60,85,60,55,405
257,Blaziken,Fire,Fighting,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.","Blaze, Speed Boost",45,"87.5% male, 12.5% female",3,80,120,70,110,70,80,530
258,Mudkip,Water,,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.","Torrent, Damp",45,"87.5% male, 12.5% female",3,50,70,50,50,50,40,310
259,Marshtomp,Water,Ground,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.","Torrent, Damp",45,"87.5% male, 12.5% female",3,70,85,70,60,70,50,405
260,Swampert,Water,Ground,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,"Torrent, Damp",45,"87.5% male, 12.5% female",3,100,110,90,85,90,60,535
261,Poochyena,Dark,,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.","Run Away, Quick Feet, Rattled",255,"50% male, 50% female",3,35,55,35,30,30,35,220
262,Mightyena,Dark,,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,"Intimidate, Quick Feet, Moxie",127,"50% male, 50% female",3,70,90,70,60,60,70,420
263,Zigzagoon,Normal,,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,"Pickup, Gluttony, Quick Feet",255,"50% male, 50% female",3,38,30,41,30,41,60,240
264,Linoone,Normal,,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.","Pickup, Gluttony, Quick Feet",90,"50% male, 50% female",3,78,70,61,50,61,100,420
265,Wurmple,Bug,,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.","Shield Dust, Run Away",255,"50% male, 50% female",3,45,45,35,20,30,20,195
266,Silcoon,Bug,,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",Shed Skin,120,"50% male, 50% female",3,50,35,55,25,25,15,205
267,Beautifly,Bug,Flying,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.","Swarm, Rivalry",45,"50% male, 50% female",3,60,70,50,100,50,65,395
268,Cascoon,Bug,,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",Shed Skin,120,"50% male, 50% female",3,50,35,55,25,25,15,205
269,Dustox,Bug,Poison,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.","Shield Dust, Compound Eyes",45,"50% male, 50% female",3,60,50,70,50,90,65,385
270,Lotad,Water,Grass,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.","Swift Swim, Rain Dish, Own Tempo",255,"50% male, 50% female",3,40,30,30,40,50,30,220
271,Lombre,Water,Grass,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.","Swift Swim, Rain Dish, Own Tempo",120,"50% male, 50% female",3,60,50,50,60,70,50,340
272,Ludicolo,Water,Grass,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.","Swift Swim, Rain Dish, Own Tempo",45,"50% male, 50% female",3,80,70,70,90,100,70,480
273,Seedot,Grass,,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.","Chlorophyll, Early Bird, Pickpocket",255,"50% male, 50% female",3,40,40,50,30,30,30,220
274,Nuzleaf,Grass,Dark,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,"Chlorophyll, Early Bird, Pickpocket",120,"50% male, 50% female",3,70,70,40,60,40,60,340
275,Shiftry,Grass,Dark,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.,"Chlorophyll, Wind Rider, Pickpocket",45,"50% male, 50% female",3,90,100,60,90,60,80,480
276,Taillow,Normal,Flying,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.","Guts, Scrappy",200,"50% male, 50% female",3,40,55,30,30,30,85,270
277,Swellow,Normal,Flying,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.","Guts, Scrappy",45,"50% male, 50% female",3,60,85,60,75,50,125,455
278,Wingull,Water,Flying,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,"Keen Eye, Hydration, Rain Dish",190,"50% male, 50% female",3,40,30,30,55,30,85,270
279,Pelipper,Water,Flying,PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.,"Keen Eye, Drizzle, Rain Dish",45,"50% male, 50% female",3,60,50,100,95,70,65,440
280,Ralts,Psychic,Fairy,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.","Synchronize, Trace, Telepathy",235,"50% male, 50% female",3,28,25,25,45,35,40,198
281,Kirlia,Psychic,Fairy,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,"Synchronize, Trace, Telepathy",120,"50% male, 50% female",3,38,35,35,65,55,50,278
282,Gardevoir,Psychic,Fairy,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.","Synchronize, Trace, Telepathy",45,"50% male, 50% female",3,68,65,65,125,115,80,518
283,Surskit,Bug,Water,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.","Swift Swim, Rain Dish",200,"50% male, 50% female",3,40,30,32,50,52,65,269
284,Masquerain,Bug,Flying,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,"Intimidate, Unnerve",75,"50% male, 50% female",3,70,60,62,100,82,80,454
285,Shroomish,Grass,,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.","Effect Spore, Poison Heal, Quick Feet",255,"50% male, 50% female",3,60,40,60,40,60,35,295
286,Breloom,Grass,Fighting,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.","Effect Spore, Poison Heal, Technician",90,"50% male, 50% female",3,60,130,80,60,60,70,460
287,Slakoth,Normal,,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",Truant,255,"50% male, 50% female",3,60,60,60,35,35,30,280
288,Vigoroth,Normal,,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,Vital Spirit,120,"50% male, 50% female",3,80,80,80,55,55,90,440
289,Slaking,Normal,,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",Truant,45,"50% male, 50% female",3,150,160,100,95,65,100,670
290,Nincada,Bug,Ground,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,"Compound Eyes, Run Away",255,"50% male, 50% female",3,31,45,90,30,30,40,266
291,Ninjask,Bug,Flying,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.","Speed Boost, Infiltrator",120,"50% male, 50% female",3,61,90,45,50,50,160,456
292,Shedinja,Bug,Ghost,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",Wonder Guard,45,,3,1,90,45,30,30,40,236
293,Whismur,Normal,,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.","Soundproof, Rattled",190,"50% male, 50% female",3,64,51,23,51,23,28,240
294,Loudred,Normal,,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,"Soundproof, Scrappy",120,"50% male, 50% female",3,84,71,43,71,43,48,360
295,Exploud,Normal,,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.","Soundproof, Scrappy",45,"50% male, 50% female",3,104,91,63,91,73,68,490
296,Makuhita,Fighting,,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.","Thick Fat, Guts, Sheer Force",180,"75% male, 25% female",3,72,60,30,20,30,25,237
297,Hariyama,Fighting,,"HARIYAMA practices its straight-arm slaps in any number of locations. One hit of this POKéMON’s powerful, openhanded, straight-arm punches could snap a telephone pole in two.","Thick Fat, Guts, Sheer Force",200,"75% male, 25% female",3,144,120,60,40,60,50,474
298,Azurill,Normal,Fairy,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.","Thick Fat, Huge Power, Sap Sipper",150,"25% male, 75% female",3,50,20,40,20,40,20,190
299,Nosepass,Rock,,"NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.","Sturdy, Magnet Pull, Sand Force",255,"50% male, 50% female",3,30,45,135,45,90,30,375
300,Skitty,Normal,,SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.,"Cute Charm, Normalize, Wonder Skin",255,"25% male, 75% female",3,50,45,45,35,35,50,260
301,Delcatty,Normal,,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.","Cute Charm, Normalize, Wonder Skin",60,"25% male, 75% female",3,70,65,65,55,55,90,400
302,Sableye,Dark,Ghost,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.","Keen Eye, Stall, Prankster",45,"50% male, 50% female",3,50,75,75,65,65,50,380
303,Mawile,Steel,Fairy,"MAWILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWILE chomps it with its gaping jaws.","Hyper Cutter, Intimidate, Sheer Force",45,"50% male, 50% female",3,50,85,85,55,55,50,380
304,Aron,Steel,Rock,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.","Sturdy, Rock Head, Heavy Metal",180,"50% male, 50% female",3,50,70,100,40,40,30,330
305,Lairon,Steel,Rock,LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKéMON makes its nest close to springs of delicious water.,"Sturdy, Rock Head, Heavy Metal",90,"50% male, 50% female",3,60,90,140,50,50,40,430
306,Aggron,Steel,Rock,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.,"Sturdy, Rock Head, Heavy Metal",45,"50% male, 50% female",3,70,110,180,60,60,50,530
307,Meditite,Fighting,Psychic,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.","Pure Power, Telepathy",180,"50% male, 50% female",3,30,40,55,40,55,60,280
308,Medicham,Fighting,Psychic,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains.","Pure Power, Telepathy",90,"50% male, 50% female",3,60,60,75,60,75,80,410
309,Electrike,Electric,,ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.,"Static, Lightning Rod, Minus",120,"50% male, 50% female",3,40,45,40,65,40,65,295
310,Manectric,Electric,,"MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKéMON creates thunderclouds.","Static, Lightning Rod, Minus",45,"50% male, 50% female",3,70,75,60,105,60,105,475
311,Plusle,Electric,,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.","Plus, Lightning Rod",200,"50% male, 50% female",3,60,50,40,85,75,95,405
312,Minun,Electric,,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,"Minus, Volt Absorb",200,"50% male, 50% female",3,60,40,50,75,85,95,405
313,Volbeat,Bug,,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.","Illuminate, Swarm, Prankster",150,"100% male, 0% female",3,65,73,75,47,85,85,430
314,Illumise,Bug,,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.","Oblivious, Tinted Lens, Prankster",150,"0% male, 100% female",3,65,47,75,73,85,85,430
315,Roselia,Grass,Poison,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.,"Natural Cure, Poison Point, Leaf Guard",150,"50% male, 50% female",3,50,60,45,100,80,65,400
316,Gulpin,Poison,,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything.","Liquid Ooze, Sticky Hold, Gluttony",225,"50% male, 50% female",3,70,43,53,43,53,40,302
317,Swalot,Poison,,"When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth.","Liquid Ooze, Sticky Hold, Gluttony",75,"50% male, 50% female",3,100,73,83,73,83,55,467
318,Carvanha,Water,Dark,CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.,"Rough Skin, Speed Boost",225,"50% male, 50% female",3,45,90,20,65,20,65,305
319,Sharpedo,Water,Dark,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.","Rough Skin, Speed Boost",60,"50% male, 50% female",3,70,120,40,95,40,95,460
320,Wailmer,Water,,WAILMER’s nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.,"Water Veil, Oblivious, Pressure",125,"50% male, 50% female",3,130,70,35,70,35,60,400
321,Wailord,Water,,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.","Water Veil, Oblivious, Pressure",60,"50% male, 50% female",3,170,90,45,90,45,60,500
322,Numel,Fire,Ground,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma.","Oblivious, Simple, Own Tempo",255,"50% male, 50% female",3,60,60,40,65,45,35,305
323,Camerupt,Fire,Ground,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.","Magma Armor, Solid Rock, Anger Point",150,"50% male, 50% female",3,70,100,70,105,75,40,460
324,Torkoal,Fire,,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat.","White Smoke, Drought, Shell Armor",90,"50% male, 50% female",3,70,85,140,85,70,20,470
325,Spoink,Psychic,,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop.","Thick Fat, Own Tempo, Gluttony",255,"50% male, 50% female",3,60,25,35,70,80,60,330
326,Grumpig,Psychic,,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKéMON uses its special power, its snorting breath grows labored.","Thick Fat, Own Tempo, Gluttony",60,"50% male, 50% female",3,80,45,65,90,110,80,470
327,Spinda,Normal,,"All the SPINDA that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this POKéMON give it the appearance of dancing.","Own Tempo, Tangled Feet, Contrary",255,"50% male, 50% female",3,60,60,60,60,60,60,360
328,Trapinch,Ground,,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.","Hyper Cutter, Arena Trap, Sheer Force",255,"50% male, 50% female",3,45,100,45,45,45,10,290
329,Vibrava,Ground,Dragon,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",Levitate,120,"50% male, 50% female",3,50,70,50,50,50,70,340
330,Flygon,Ground,Dragon,"FLYGON is nicknamed “the elemental  spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying.",Levitate,45,"50% male, 50% female",3,80,100,80,80,80,100,520
331,Cacnea,Grass,,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.","Sand Veil, Water Absorb",190,"50% male, 50% female",3,50,85,40,85,40,35,335
332,Cacturne,Grass,Dark,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.","Sand Veil, Water Absorb",60,"50% male, 50% female",3,70,115,60,115,60,55,475
333,Swablu,Normal,Flying,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,"Natural Cure, Cloud Nine",255,"50% male, 50% female",3,45,40,60,40,75,50,310
334,Altaria,Dragon,Flying,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.","Natural Cure, Cloud Nine",45,"50% male, 50% female",3,75,70,90,70,105,80,490
335,Zangoose,Normal,,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body. This POKéMON adroitly dodges attacks with incredible agility.,"Immunity, Toxic Boost",90,"50% male, 50% female",3,73,115,60,60,60,90,458
336,Seviper,Poison,,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword-edged tail.,"Shed Skin, Infiltrator",90,"50% male, 50% female",3,73,100,60,100,60,65,458
337,Lunatone,Rock,Psychic,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far.",Levitate,45,,3,90,55,65,95,85,70,460
338,Solrock,Rock,Psychic,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light.",Levitate,45,,3,90,95,85,55,65,70,460
339,Barboach,Water,Ground,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.","Oblivious, Anticipation, Hydration",190,"50% male, 50% female",3,50,48,43,46,41,60,288
340,Whiscash,Water,Ground,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.","Oblivious, Anticipation, Hydration",75,"50% male, 50% female",3,110,78,73,76,71,60,468
341,Corphish,Water,,CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population.,"Hyper Cutter, Shell Armor, Adaptability",205,"50% male, 50% female",3,43,80,65,50,35,35,308
342,Crawdaunt,Water,Dark,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places.","Hyper Cutter, Shell Armor, Adaptability",155,"50% male, 50% female",3,63,120,85,90,55,55,468
343,Baltoy,Ground,Psychic,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins.,Levitate,255,,3,40,40,55,40,70,55,300
344,Claydol,Ground,Psychic,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating.,Levitate,90,,3,60,70,105,70,120,75,500
345,Lileep,Rock,Grass,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,"Suction Cups, Storm Drain",45,"87.5% male, 12.5% female",3,66,41,77,61,87,23,355
